FID;Quartiere;DataCreazione;Latitudine;Longitudine;Indirizzo;Civico;Tipologia;Foto
2123;posillipo;2019-04-30T08:51:50.580Z;40.79908;14.18513;DISCESA GAIOLA;5;a raso;https://five.epicollect.net/api/media/mun01-posillipo-catasto-passi-carrai?type=photo&format=entry_original&name=76f63b69-7c5f-4556-9221-68f221ef8f1d_1556614299.jpg
2124;posillipo;2019-04-19T09:22:09.989Z;40.79907;14.18949;VIA MARECHIARO;32;a raso;https://five.epicollect.net/api/media/mun01-posillipo-catasto-passi-carrai?type=photo&format=entry_original&name=12fc816b-4a6d-49e8-98ba-457232f9f0d9_1555665710.jpg
2125;posillipo;2019-04-19T09:25:26.631Z;40.79902;14.19305;VIA ALFANO FRANCO;33;a raso;https://five.epicollect.net/api/media/mun01-posillipo-catasto-passi-carrai?type=photo&format=entry_original&name=2ac607bd-7e73-404b-bd23-b88346707245_1555665907.jpg
2126;posillipo;2019-04-19T09:29:12.672Z;40.79896;14.19356;VIA ALFANO FRANCO;Snc;a raso;https://five.epicollect.net/api/media/mun01-posillipo-catasto-passi-carrai?type=photo&format=entry_original&name=2bec3a61-7a09-4ffe-91d9-29e24c176f98_1555666143.jpg
2127;posillipo;2019-04-19T09:25:14.554Z;40.79895;14.19325;VIA ALFANO FRANCO;30;a raso;https://five.epicollect.net/api/media/mun01-posillipo-catasto-passi-carrai?type=photo&format=entry_original&name=407ee485-be89-409b-b603-36981115a1fc_1555665904.jpg
2128;posillipo;2019-04-19T09:21:50.065Z;40.79893;14.18942;VIA MARECHIARO;34;a raso;https://five.epicollect.net/api/media/mun01-posillipo-catasto-passi-carrai?type=photo&format=entry_original&name=301ad85a-b16f-4eb7-a9d7-f05a8ec980fd_1555665700.jpg
2129;posillipo;2019-04-30T08:51:13.898Z;40.79893;14.18513;DISCESA GAIOLA;55;a raso;https://five.epicollect.net/api/media/mun01-posillipo-catasto-passi-carrai?type=photo&format=entry_original&name=30309ce2-20b5-40ac-af61-4448a81709a1_1556614260.jpg
2130;posillipo;2019-04-19T09:22:29.367Z;40.79888;14.18945;VIA MARECHIARO;19;a raso;https://five.epicollect.net/api/media/mun01-posillipo-catasto-passi-carrai?type=photo&format=entry_original&name=1362ccab-8dbb-420a-9102-a223c6f39aaa_1555665739.jpg
2131;posillipo;2019-03-22T10:58:26.998Z;40.79882;14.18309;VIA TITO LUCREZIO CARO;24;su marciapiede;https://five.epicollect.net/api/media/mun01-posillipo-catasto-passi-carrai?type=photo&format=entry_original&name=b99cbb66-4636-4862-aa68-2faec405da4e_1553252272.jpg
2132;posillipo;2019-04-19T09:22:59.072Z;40.79881;14.18956;VIA MARECHIARO;21;a raso;https://five.epicollect.net/api/media/mun01-posillipo-catasto-passi-carrai?type=photo&format=entry_original&name=1fb4affe-f987-46ae-bbea-a47ec831349d_1555665759.jpg
2133;posillipo;2019-04-19T09:24:01.394Z;40.79874;14.18969;VIA MARECHIARO;38;a raso;https://five.epicollect.net/api/media/mun01-posillipo-catasto-passi-carrai?type=photo&format=entry_original&name=d4178e16-ef59-4c0e-8cca-0a60a04efed0_1555665808.jpg
2134;posillipo;2019-04-19T09:23:12.150Z;40.79872;14.18958;VIA MARECHIARO;36;a raso;https://five.epicollect.net/api/media/mun01-posillipo-catasto-passi-carrai?type=photo&format=entry_original&name=f0cd6b7c-38af-45c8-8918-7df535dd583e_1555665780.jpg
2135;posillipo;2019-04-19T09:30:06.749Z;40.79865;14.19342;VIA ALFANO FRANCO;41;a raso;https://five.epicollect.net/api/media/mun01-posillipo-catasto-passi-carrai?type=photo&format=entry_original&name=eb1b62b5-8145-4fc0-a005-89a40ea08498_1555666191.jpg
2136;posillipo;2019-04-19T09:26:03.333Z;40.79854;14.19014;VIA MARECHIARO;Snc;a raso;https://five.epicollect.net/api/media/mun01-posillipo-catasto-passi-carrai?type=photo&format=entry_original&name=058047aa-d5c5-4fbe-9e77-0ce9e245fb72_1555665946.jpg
2137;posillipo;2019-04-19T09:24:22.189Z;40.79853;14.19008;VIA MARECHIARO;35;a raso;https://five.epicollect.net/api/media/mun01-posillipo-catasto-passi-carrai?type=photo&format=entry_original&name=baec8c53-bcb5-418f-bdb4-fc7c0a94ab2a_1555665851.jpg
2138;posillipo;2019-04-19T09:25:21.196Z;40.79845;14.1902;VIA MARECHIARO;37;a raso;https://five.epicollect.net/api/media/mun01-posillipo-catasto-passi-carrai?type=photo&format=entry_original&name=735e0227-71ec-4781-8092-8f5da7d49b5a_1555665899.jpg
2139;posillipo;2019-04-19T09:26:10.539Z;40.79839;14.19014;VIA MARECHIARO;42;a raso;https://five.epicollect.net/api/media/mun01-posillipo-catasto-passi-carrai?type=photo&format=entry_original&name=c6fa8bce-adf5-4152-8246-28fc469e571e_1555665949.jpg
2140;posillipo;2019-04-30T08:49:18.515Z;40.79838;14.18507;DISCESA GAIOLA;6;a raso;https://five.epicollect.net/api/media/mun01-posillipo-catasto-passi-carrai?type=photo&format=entry_original&name=b93579ab-f324-474f-9349-ce45a3b9a4ac_1556614141.jpg
2141;posillipo;2019-04-19T09:27:40.650Z;40.79838;14.19024;VIA MARECHIARO;Snc;a raso;https://five.epicollect.net/api/media/mun01-posillipo-catasto-passi-carrai?type=photo&format=entry_original&name=5f66e0fc-d2d1-402c-a021-98bb2ad724f0_1555666001.jpg
2142;posillipo;2019-04-19T09:31:28.903Z;40.79836;14.19358;VIA ALFANO FRANCO;47;a raso;https://five.epicollect.net/api/media/mun01-posillipo-catasto-passi-carrai?type=photo&format=entry_original&name=72c5dc3a-93c0-4473-8ae1-b10ad248097d_1555666231.jpg
2143;posillipo;2019-03-22T10:57:06.389Z;40.79833;14.18295;VIA TITO LUCREZIO CARO;26;su marciapiede;https://five.epicollect.net/api/media/mun01-posillipo-catasto-passi-carrai?type=photo&format=entry_original&name=c7314216-0714-4194-a4ae-8089129419aa_1553252212.jpg
2144;posillipo;2019-04-19T09:27:25.769Z;40.79829;14.19016;VIA MARECHIARO;Snc;a raso;https://five.epicollect.net/api/media/mun01-posillipo-catasto-passi-carrai?type=photo&format=entry_original&name=aab70cf3-bf24-4bd0-be9a-9d85bae2eb72_1555666010.jpg
2145;posillipo;2019-04-19T09:28:38.801Z;40.79818;14.19036;VIA MARECHIARO;46;a raso;https://five.epicollect.net/api/media/mun01-posillipo-catasto-passi-carrai?type=photo&format=entry_original&name=d7cbfd1b-4d6f-472f-af47-ee626add553f_1555666092.jpg
2146;posillipo;2019-04-19T09:28:35.118Z;40.79815;14.19035;VIA MARECHIARO;43;a raso;https://five.epicollect.net/api/media/mun01-posillipo-catasto-passi-carrai?type=photo&format=entry_original&name=be87661b-7a0c-44c5-987c-3966abf327bc_1555666095.jpg
2147;posillipo;2019-03-22T10:48:28.992Z;40.79809;14.18186;VIA TITO LUCREZIO CARO;Snc;su marciapiede;https://five.epicollect.net/api/media/mun01-posillipo-catasto-passi-carrai?type=photo&format=entry_original&name=c34186d6-ca6a-468e-bf6f-4520b3db5226_1553251697.jpg
2148;posillipo;2019-03-22T10:48:20.215Z;40.79809;14.18192;VIA TITO LUCREZIO CARO;28;a raso;https://five.epicollect.net/api/media/mun01-posillipo-catasto-passi-carrai?type=photo&format=entry_original&name=60e06b34-c719-41e6-88a5-e1441b71392e_1553251674.jpg
2149;posillipo;2019-04-19T09:30:18.904Z;40.79796;14.19036;VIA MARECHIARO;49;a raso;https://five.epicollect.net/api/media/mun01-posillipo-catasto-passi-carrai?type=photo&format=entry_original&name=3508d8f6-281a-4056-9750-74f846b496a5_1555666204.jpg
2150;posillipo;2019-04-19T09:34:01.109Z;40.79794;14.19384;VIA ALFANO FRANCO;SNC;a raso;https://five.epicollect.net/api/media/mun01-posillipo-catasto-passi-carrai?type=photo&format=entry_original&name=9c3024cc-a1da-4f63-ad89-c6069f6c28d7_1555666312.jpg
2151;posillipo;2019-04-30T08:49:17.928Z;40.79787;14.18581;DISCESA GAIOLA;6c;a raso;https://five.epicollect.net/api/media/mun01-posillipo-catasto-passi-carrai?type=photo&format=entry_original&name=f1e5d3a9-8175-4847-9ac2-56c6652537f4_1556614092.jpg
2152;posillipo;2019-04-19T09:35:06.828Z;40.79782;14.19395;VIA ALFANO FRANCO;61;a raso;https://five.epicollect.net/api/media/mun01-posillipo-catasto-passi-carrai?type=photo&format=entry_original&name=d4cdd1e7-bae7-4882-aae7-a28157e72b83_1555666485.jpg
2153;posillipo;2019-04-19T09:31:04.737Z;40.79779;14.18999;VIA MARECHIARO;55;a raso;https://five.epicollect.net/api/media/mun01-posillipo-catasto-passi-carrai?type=photo&format=entry_original&name=1461c801-a813-4822-b647-d877a6b6e771_1555666252.jpg
2154;posillipo;2019-04-19T09:30:12.078Z;40.79777;14.19016;VIA MARECHIARO;53;a raso;https://five.epicollect.net/api/media/mun01-posillipo-catasto-passi-carrai?type=photo&format=entry_original&name=13f8d3fa-0d92-4f78-bab9-53362b80d470_1555666200.jpg
2155;posillipo;2019-04-30T08:47:45.227Z;40.79775;14.18589;DISCESA GAIOLA;8Bis;a raso;https://five.epicollect.net/api/media/mun01-posillipo-catasto-passi-carrai?type=photo&format=entry_original&name=aed54082-f8e9-4280-8e4d-21ef38592a2f_1556614054.jpg
2156;posillipo;2019-04-30T08:48:04.017Z;40.79772;14.186;DISCESA GAIOLA;7;a raso;https://five.epicollect.net/api/media/mun01-posillipo-catasto-passi-carrai?type=photo&format=entry_original&name=c6a46517-ce54-4e3d-be76-84baeabd31c9_1556614069.jpg
2157;posillipo;2019-04-19T09:33:03.203Z;40.79745;14.18915;VIA MARECHIARO;58;a raso;https://five.epicollect.net/api/media/mun01-posillipo-catasto-passi-carrai?type=photo&format=entry_original&name=c145bfac-757d-4106-898f-4c620c3bc1bb_1555666358.jpg
2158;posillipo;2019-04-19T09:32:42.630Z;40.79742;14.1892;VIA MARECHIARO;56;a raso;https://five.epicollect.net/api/media/mun01-posillipo-catasto-passi-carrai?type=photo&format=entry_original&name=82e9d76f-f69c-48af-878e-2461676b292c_1555666341.jpg
2159;posillipo;2019-04-19T09:34:14.750Z;40.79738;14.18916;VIA MARECHIARO;58A;a raso;https://five.epicollect.net/api/media/mun01-posillipo-catasto-passi-carrai?type=photo&format=entry_original&name=53b48dc3-8bad-48d9-a274-fe77d7db1d65_1555666421.jpg
2160;posillipo;2019-04-19T09:35:03.774Z;40.79735;14.19434;VIA ALFANO FRANCO;63;a raso;https://five.epicollect.net/api/media/mun01-posillipo-catasto-passi-carrai?type=photo&format=entry_original&name=5a926846-c892-4205-b3ac-3f084c382dbd_1555666487.jpg
2161;posillipo;2019-04-19T09:35:24.922Z;40.79733;14.18974;VIA MARECHIARO;67;a raso;https://five.epicollect.net/api/media/mun01-posillipo-catasto-passi-carrai?type=photo&format=entry_original&name=bca76855-daa0-4280-8916-08a22d978921_1555666503.jpg
2162;posillipo;2019-04-19T09:34:23.814Z;40.79732;14.18954;VIA MARECHIARO;65;a raso;https://five.epicollect.net/api/media/mun01-posillipo-catasto-passi-carrai?type=photo&format=entry_original&name=04d52d07-70df-41b3-8ddf-731cf76beb1d_1555666453.jpg
2163;posillipo;2019-04-19T09:35:44.994Z;40.79724;14.19412;VIA ALFANO FRANCO;58;a raso;https://five.epicollect.net/api/media/mun01-posillipo-catasto-passi-carrai?type=photo&format=entry_original&name=d3c3c023-31c8-4416-b70b-4a250a3da991_1555666531.jpg
2164;posillipo;2019-04-19T09:36:24.060Z;40.79722;14.19009;VIA MARECHIARO;69A;su marciapiede;https://five.epicollect.net/api/media/mun01-posillipo-catasto-passi-carrai?type=photo&format=entry_original&name=8346e3ac-178b-456b-8ccb-03c86da9dc34_1555666553.jpg
2165;posillipo;2019-04-30T08:47:30.531Z;40.7972;14.18609;DISCESA GAIOLA;11;a raso;https://five.epicollect.net/api/media/mun01-posillipo-catasto-passi-carrai?type=photo&format=entry_original&name=354b7dc4-6af9-4fb5-bb74-a7337e61f3ae_1556613997.jpg
2166;posillipo;2019-04-19T09:37:05.157Z;40.79714;14.19389;VIA ALFANO FRANCO;SNC;a raso;https://five.epicollect.net/api/media/mun01-posillipo-catasto-passi-carrai?type=photo&format=entry_original&name=1c9a1411-7fa4-4f63-9b6d-24001d5d8c8a_1555666600.jpg
2167;posillipo;2019-04-19T09:36:19.956Z;40.79707;14.19027;VIA MARECHIARO;71;a raso;https://five.epicollect.net/api/media/mun01-posillipo-catasto-passi-carrai?type=photo&format=entry_original&name=d477070a-f1ce-4a93-bf3c-879196baca58_1555666565.jpg
2168;posillipo;2019-04-19T09:37:28.724Z;40.79702;14.19028;VIA MARECHIARO;Nsc;a raso;https://five.epicollect.net/api/media/mun01-posillipo-catasto-passi-carrai?type=photo&format=entry_original&name=9ae5ea55-854c-4866-aeb8-fd7174e1321b_1555666617.jpg
2169;posillipo;2019-04-19T09:37:07.980Z;40.79697;14.19034;VIA MARECHIARO;70;su marciapiede;https://five.epicollect.net/api/media/mun01-posillipo-catasto-passi-carrai?type=photo&format=entry_original&name=d5c3fd38-37d3-4c6a-9033-d7f8856b344b_1555666614.jpg
2170;posillipo;2019-04-19T09:38:03.305Z;40.79697;14.19038;VIA MARECHIARO;79;a raso;https://five.epicollect.net/api/media/mun01-posillipo-catasto-passi-carrai?type=photo&format=entry_original&name=a8b6ff57-55bc-4f33-8f51-22cac1224e8a_1555666664.jpg
2171;posillipo;2019-04-19T09:36:19.488Z;40.79697;14.19379;VIA ALFANO FRANCO;Snc;a raso;https://five.epicollect.net/api/media/mun01-posillipo-catasto-passi-carrai?type=photo&format=entry_original&name=e1e74698-5534-411b-8f8a-b580c112d7eb_1555666568.jpg
2172;posillipo;2019-04-19T09:38:24.772Z;40.79696;14.19333;VIA ALFANO FRANCO;68;a raso;https://five.epicollect.net/api/media/mun01-posillipo-catasto-passi-carrai?type=photo&format=entry_original&name=450d7c92-c7b8-4eaf-a870-5d261b600f28_1555666685.jpg
2173;posillipo;2019-04-19T09:39:43.197Z;40.79688;14.19031;VIA MARECHIARO;79A;a raso;https://five.epicollect.net/api/media/mun01-posillipo-catasto-passi-carrai?type=photo&format=entry_original&name=1513b4e5-ac49-4288-b681-79ec443834ce_1555666718.jpg
2174;posillipo;2019-04-30T08:46:40.253Z;40.79682;14.18598;DISCESA GAIOLA;Snc;a raso;https://five.epicollect.net/api/media/mun01-posillipo-catasto-passi-carrai?type=photo&format=entry_original&name=f3a51266-d362-4f52-a9ed-1025f6c4f607_1556613976.jpg
2175;posillipo;2019-04-19T09:39:07.295Z;40.79679;14.19323;VIA ALFANO FRANCO;109;a raso;https://five.epicollect.net/api/media/mun01-posillipo-catasto-passi-carrai?type=photo&format=entry_original&name=9ca019cc-5de4-4743-bfbf-8504864be6b8_1555666726.jpg
2176;posillipo;2019-04-30T08:45:57.119Z;40.79678;14.18588;DISCESA GAIOLA;13;a raso;https://five.epicollect.net/api/media/mun01-posillipo-catasto-passi-carrai?type=photo&format=entry_original&name=5b6c98ef-21ca-4bf1-8743-f0f746af3f50_1556613942.jpg
2177;posillipo;2019-04-19T09:59:18.725Z;40.79677;14.19366;VIA MARECHIARO;115;a raso;https://five.epicollect.net/api/media/mun01-posillipo-catasto-passi-carrai?type=photo&format=entry_original&name=d67eb18e-e0a5-48db-a1cf-8505c868e46a_1555667940.jpg
2178;posillipo;2019-04-19T09:57:49.547Z;40.79672;14.19332;VIA MARECHIARO;113;a raso;https://five.epicollect.net/api/media/mun01-posillipo-catasto-passi-carrai?type=photo&format=entry_original&name=a68d6736-22cd-4380-bae7-3d28ac91b4e2_1555667842.jpg
2179;posillipo;2019-04-19T09:54:43.931Z;40.79671;14.19324;VIA MARECHIARO;118;a raso;https://five.epicollect.net/api/media/mun01-posillipo-catasto-passi-carrai?type=photo&format=entry_original&name=c1f9f233-b090-4ec8-988f-7ead2a9db8c0_1555667673.jpg
2180;posillipo;2019-04-19T09:39:16.368Z;40.79663;14.19017;VIA MARECHIARO;81;a raso;https://five.epicollect.net/api/media/mun01-posillipo-catasto-passi-carrai?type=photo&format=entry_original&name=6106dc8c-2d85-4875-946f-e7409a64822d_1555666722.jpg
2181;posillipo;2019-04-19T09:53:48.357Z;40.79653;14.19281;VIA MARECHIARO;105;a raso;https://five.epicollect.net/api/media/mun01-posillipo-catasto-passi-carrai?type=photo&format=entry_original&name=be4531cf-7318-48bf-8142-d09f0c6eb062_1555667612.jpg
2182;posillipo;2019-04-30T08:46:14.641Z;40.79651;14.18583;DISCESA GAIOLA;41;a raso;https://five.epicollect.net/api/media/mun01-posillipo-catasto-passi-carrai?type=photo&format=entry_original&name=62345f1f-ea00-4fb5-807c-a1674af67a9f_1556613917.jpg
2183;posillipo;2019-04-30T08:44:54.195Z;40.79648;14.18593;DISCESA GAIOLA;15;a raso;https://five.epicollect.net/api/media/mun01-posillipo-catasto-passi-carrai?type=photo&format=entry_original&name=2e682b37-02fa-46cf-b22f-e9af134d85c5_1556613879.jpg
2184;posillipo;2019-04-19T10:01:41.687Z;40.79641;14.19323;VIA MARECHIARO;Snc;a raso;https://five.epicollect.net/api/media/mun01-posillipo-catasto-passi-carrai?type=photo&format=entry_original&name=dc39785e-2014-4f44-93e9-c73287aeba3d_1555668067.jpg
2185;posillipo;2019-04-19T09:53:35.519Z;40.7964;14.19227;VIA MARECHIARO;103;a raso;https://five.epicollect.net/api/media/mun01-posillipo-catasto-passi-carrai?type=photo&format=entry_original&name=3fd0a1d4-e371-4e46-ae36-1f659f981068_1555667578.jpg
2186;posillipo;2019-04-19T09:40:21.603Z;40.7964;14.19013;VIA MARECHIARO;80;su marciapiede;https://five.epicollect.net/api/media/mun01-posillipo-catasto-passi-carrai?type=photo&format=entry_original&name=15938acc-a9d7-4cf6-9d35-975dd9c8adb8_1555666801.jpg
2187;posillipo;2019-04-19T09:59:35.549Z;40.79639;14.19373;VIA MARECHIARO;115 a;a raso;https://five.epicollect.net/api/media/mun01-posillipo-catasto-passi-carrai?type=photo&format=entry_original&name=6fb60dc9-d393-4f88-9aac-cf6f2c5545bf_1555667953.jpg
2188;posillipo;2019-04-30T08:41:29.759Z;40.79636;14.18516;DISCESA GAIOLA;37;a raso;https://five.epicollect.net/api/media/mun01-posillipo-catasto-passi-carrai?type=photo&format=entry_original&name=7b111937-c4fc-4b5b-93f0-32157ea0e83e_1556613666.jpg
2189;posillipo;2019-04-19T09:52:23.267Z;40.79632;14.1921;VIA MARECHIARO;101;a raso;https://five.epicollect.net/api/media/mun01-posillipo-catasto-passi-carrai?type=photo&format=entry_original&name=50d2ec86-e96c-4727-8971-94f1dc1dd1c7_1555667527.jpg
2190;posillipo;2019-04-19T09:42:14.634Z;40.79631;14.19025;VIA MARECHIARO;85;a raso;https://five.epicollect.net/api/media/mun01-posillipo-catasto-passi-carrai?type=photo&format=entry_original&name=d1efd83e-65c7-4e0d-9755-7ca78da9b229_1555666846.jpg
2191;posillipo;2019-04-30T08:41:16.671Z;40.79629;14.18507;DISCESA GAIOLA;SNC;a raso;https://five.epicollect.net/api/media/mun01-posillipo-catasto-passi-carrai?type=photo&format=entry_original&name=ae4d82d8-1247-4b66-af8d-3274904d34b5_1556613657.jpg
2192;posillipo;2019-04-19T09:52:00.860Z;40.79623;14.1919;VIA MARECHIARO;104/102a;a raso;https://five.epicollect.net/api/media/mun01-posillipo-catasto-passi-carrai?type=photo&format=entry_original&name=cacbd9c1-ac75-4a05-87d3-ab19cb8cf59c_1555667507.jpg
2193;posillipo;2019-04-30T08:44:52.361Z;40.79622;14.18558;DISCESA GAIOLA;Snc;a raso;https://five.epicollect.net/api/media/mun01-posillipo-catasto-passi-carrai?type=photo&format=entry_original&name=b8dc9622-0c1f-44cd-a44f-0e240120db4c_1556613876.jpg
2194;posillipo;2019-04-19T10:01:38.193Z;40.7962;14.19293;VIA MARECHIARO;130;a raso;https://five.epicollect.net/api/media/mun01-posillipo-catasto-passi-carrai?type=photo&format=entry_original&name=9dc54fb9-d703-4943-aa2e-fa5872348e7c_1555668085.jpg
2195;posillipo;2019-04-19T09:51:35.927Z;40.79618;14.19172;VIA MARECHIARO;99B;a raso;https://five.epicollect.net/api/media/mun01-posillipo-catasto-passi-carrai?type=photo&format=entry_original&name=f0a38df4-4228-4781-886d-266434af78b8_1555667468.jpg
2196;posillipo;2019-04-19T10:02:26.823Z;40.79617;14.1929;VIA MARECHIARO;119;a raso;https://five.epicollect.net/api/media/mun01-posillipo-catasto-passi-carrai?type=photo&format=entry_original&name=564f09f4-bd77-42a8-be88-d7e92c99ad7d_1555668122.jpg
2197;posillipo;2019-04-19T09:50:54.554Z;40.79614;14.19164;VIA MARECHIARO;Snc;a raso;https://five.epicollect.net/api/media/mun01-posillipo-catasto-passi-carrai?type=photo&format=entry_original&name=0deebd78-3287-4194-ac3d-98de57aa6b88_1555667426.jpg
2198;posillipo;2019-04-19T09:50:43.923Z;40.79609;14.19155;VIA MARECHIARO;99;a raso;https://five.epicollect.net/api/media/mun01-posillipo-catasto-passi-carrai?type=photo&format=entry_original&name=2be40b11-51d8-425a-9c4c-2e1f04237102_1555667423.jpg
2199;posillipo;2019-04-30T08:41:33.112Z;40.796;14.18545;DISCESA GAIOLA;36;a raso;https://five.epicollect.net/api/media/mun01-posillipo-catasto-passi-carrai?type=photo&format=entry_original&name=c89f5f4b-0370-44fd-9d47-5de1b880f7ba_1556613681.jpg
2200;posillipo;2019-04-30T08:42:39.083Z;40.79599;14.18573;DISCESA GAIOLA;Snc;a raso;https://five.epicollect.net/api/media/mun01-posillipo-catasto-passi-carrai?type=photo&format=entry_original&name=a48bb19e-c551-4238-953d-2841bcb5a30d_1556613729.jpg
2201;posillipo;2019-04-19T09:49:55.964Z;40.79595;14.19138;VIA MARECHIARO;97;a raso;https://five.epicollect.net/api/media/mun01-posillipo-catasto-passi-carrai?type=photo&format=entry_original&name=fbabeb9e-4d44-4d24-a7ef-75ba35c74eaa_1555667383.jpg
2202;posillipo;2019-04-19T09:43:39.182Z;40.79589;14.19045;VIA MARECHIARO;91bis;a raso;https://five.epicollect.net/api/media/mun01-posillipo-catasto-passi-carrai?type=photo&format=entry_original&name=d7e7b8d4-1cc7-47de-8406-a5d28a803f78_1555666986.jpg
2203;posillipo;2019-04-19T09:48:24.393Z;40.79589;14.19144;VIA MARECHIARO;97;a raso;https://five.epicollect.net/api/media/mun01-posillipo-catasto-passi-carrai?type=photo&format=entry_original&name=0a3ed506-126e-4d5e-b9a8-1f208e0df1fa_1555667293.jpg
